NO. INTERVAL,INTERVAL RANGE,DATE,HEAD,COMMENT,TEST RESULT,CHANGES LINK,
40,6/06/2019-12/06/2019,Jun 7 2019,2b0652b2938c563f153a0ebd6828f7c23ad5c75c,    Merge pull request #3703 from sjudd:fix_incorrect_preserve_quality,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/2b0652b2938c563f153a0ebd6828f7c23ad5c75c,
40,6/06/2019-12/06/2019,Jun 6 2019,3df54453089c5ec02af552c713d5907985aee12a,    Improve comments and consistency of sampling in DownsampleStrategies.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/3df54453089c5ec02af552c713d5907985aee12a,
40,6/06/2019-12/06/2019,Jun 6 2019,cd37a54f076392402af6df7b80bda07d96e012c7,    Extend raw ComparableSubject instead of supplying type parameters.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/cd37a54f076392402af6df7b80bda07d96e012c7,
40,6/06/2019-12/06/2019,Jun 6 2019,6022f500e18fccfbe364ceabccc29d153bceb930,    More aggressively reformat code including imports when migrating code,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/6022f500e18fccfbe364ceabccc29d153bceb930,
41,5/06/2019-6/06/2019,Jun 6 2019,472713354fa18457e78b376652dac73270b0404e,    More aggressively reformat code including imports when migrating code,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/472713354fa18457e78b376652dac73270b0404e,
41,5/06/2019-6/06/2019,Jun 6 2019,58acc32b347e6a48debe82e4a1ec197e96f1a5c8,    Merge pull request #3689 from sjudd:issue_3673,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/58acc32b347e6a48debe82e4a1ec197e96f1a5c8,
41,5/06/2019-6/06/2019,Jun 5 2019,5bb469166d49ddb49d7e164fded2b58b48d45916,"    Removing all ""manifest = ..."" entries from @Config annotations.",completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/5bb469166d49ddb49d7e164fded2b58b48d45916,
41,5/06/2019-6/06/2019,Jun 5 2019,c3ff2e579971d3fa3a0ae8ef907db77a25689d5a,    Update to Truth 0.45 and address deprecations.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/c3ff2e579971d3fa3a0ae8ef907db77a25689d5a,
41,5/06/2019-6/06/2019,Jun 5 2019,7f8bcc9f1013960c26a733f96f5f90bf7953468c,    Internal change,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/7f8bcc9f1013960c26a733f96f5f90bf7953468c,
42,31/05/2019-5/06/2019,Jun 5 2019,c8d646ebf857a676a6b682b5e78d382c52b8c5ab,    Removing usages of @Config(manifest = ...),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/c8d646ebf857a676a6b682b5e78d382c52b8c5ab,
42,31/05/2019-5/06/2019,Jun 3 2019,ebdf8beb59df8d62c0a978ad967098dae8f666cf,    Disable custom tags in CustomViewTarget,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/ebdf8beb59df8d62c0a978ad967098dae8f666cf,
42,31/05/2019-5/06/2019,May 31 2019,41877c651042f35ce8bf1d3679cb21c86121261e,    Always use orientation corrected sizes in Downsampler#calculateScaling.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/41877c651042f35ce8bf1d3679cb21c86121261e,
42,31/05/2019-5/06/2019,May 31 2019,6d833d9bad63c92fc77da1997c278ac415b199cb,    Add orientations to DownsamplerEmulatorTest.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/6d833d9bad63c92fc77da1997c278ac415b199cb,
43,30/05/2019-31/05/2019,May 31 2019,5e89210fdda149095f77690e88d3255dcd8f99b7,    Automated g4 rollback of changelist 250816270.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/5e89210fdda149095f77690e88d3255dcd8f99b7,
43,30/05/2019-31/05/2019,May 30 2019,f112fa981c7016678692aa7429e8c46d4cc18369,    Automated g4 rollback of changelist 250798154.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/f112fa981c7016678692aa7429e8c46d4cc18369,
43,30/05/2019-31/05/2019,May 30 2019,f0d843ba7adc12fbb1bfb6bb3be94b3f300f863a,    Avoid syncing out AndroidManifest for Glide's instrumentation tests.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/f0d843ba7adc12fbb1bfb6bb3be94b3f300f863a,
43,30/05/2019-31/05/2019,May 30 2019,63a257108269a0639f6238f78f68932b10e53f18,    Merge pull request #3682 from sjudd:disable_hardware_bitmaps_samsung,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/63a257108269a0639f6238f78f68932b10e53f18,
43,30/05/2019-31/05/2019,May 30 2019,168ef64ac64c48e18d5cabcd8d183ed98c7e5855,    Update name used to monitor the number of FDs in HardwareConfigState.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/168ef64ac64c48e18d5cabcd8d183ed98c7e5855,
43,30/05/2019-31/05/2019,May 30 2019,9c3eb026ae7fcdeaf5aea403763ccc4407a915d9,    Update name used to monitor the number of FDs in HardwareConfigState.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/9c3eb026ae7fcdeaf5aea403763ccc4407a915d9,
43,30/05/2019-31/05/2019,May 30 2019,d8278f43a94484f20822170b71ac7b66269a2aa6,    Remove unused DecodeFormat parameter in HardwareConfigState.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/d8278f43a94484f20822170b71ac7b66269a2aa6,
44,29/05/2019-30/05/2019,May 30 2019,1be3a6c94f032111ff666427f3bcae84d91e1c04,    Migrate Glide to androidx,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/1be3a6c94f032111ff666427f3bcae84d91e1c04,
44,29/05/2019-30/05/2019,May 29 2019,cb22ae2c5c7da9d93cfc252a76c6bd2776b6bf55,    Remove apache/fest dependencies in dislrucache tests.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/cb22ae2c5c7da9d93cfc252a76c6bd2776b6bf55,
44,29/05/2019-30/05/2019,May 29 2019,bd6aa36c7473e35837401eb162a5cb532193b7e5,    Remove failing ActiveResourcesTests.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/bd6aa36c7473e35837401eb162a5cb532193b7e5,
45,24/05/2019-29/05/2019,May 29 2019,4b799334b65d1a08124cdd3f5d5211a3fb119a6d,    Disable travis tests except for unit tests + samples.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/4b799334b65d1a08124cdd3f5d5211a3fb119a6d,
45,24/05/2019-29/05/2019,May 28 2019,75a5eade8bf5bd1c447922fdcf483d47382ca917,    Migrate test targets from aapt to aapt2.,completed: 14 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/75a5eade8bf5bd1c447922fdcf483d47382ca917,
45,24/05/2019-29/05/2019,May 24 2019,7b9ab9c495dd8e1bd05e433e5cd78c15267ce523,    Remove hyphens from exif samples move readme to appropriate place.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/7b9ab9c495dd8e1bd05e433e5cd78c15267ce523,
45,24/05/2019-29/05/2019,May 24 2019,c19ecf23ab665e0988436817ef4d15c043a0544e,    Move exif-orientation-examples out of submodule to ease code migrations.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/c19ecf23ab665e0988436817ef4d15c043a0544e,
46,23/05/2019-24/05/2019,May 24 2019,0dcc33fe6957657b910484599c499430cdf3461c,    Move disklrucache out of a submodule.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/0dcc33fe6957657b910484599c499430cdf3461c,
46,23/05/2019-24/05/2019,May 23 2019,8f8a1600826fd042abae9251cbad063dee5144b2,    Reformat all files excluding third_party.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/8f8a1600826fd042abae9251cbad063dee5144b2,
47,22/05/2019-23/05/2019,May 23 2019,c375a2fbf594bdf422c45a1395a65823141a8bd5,"    Revert ""Auto format files to match google’s style guide.""",completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/c375a2fbf594bdf422c45a1395a65823141a8bd5,
47,22/05/2019-23/05/2019,May 22 2019,a35037cfcfee8323a4b289d39927a3c6a48ccdd7,    Auto format files to match google’s style guide.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/a35037cfcfee8323a4b289d39927a3c6a48ccdd7,
47,22/05/2019-23/05/2019,May 22 2019,ac2598897ee222be192c54b00bc6b805d3ffa0ef,    Skip java.lang imports in generated classes.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/ac2598897ee222be192c54b00bc6b805d3ffa0ef,
48,4/05/2019-22/05/2019,May 22 2019,312c993b3e81735e543d3961d12a12cefa8c304a,    Use hasSourceEquivalentTo for compiler tests.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/312c993b3e81735e543d3961d12a12cefa8c304a,
48,4/05/2019-22/05/2019,May 4 2019,ad0255084fe1d7fde9b3ada6d4d5d80059df1362,    Remove some usages of deprecated ViewTarget.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/ad0255084fe1d7fde9b3ada6d4d5d80059df1362,
48,4/05/2019-22/05/2019,May 20 2019,87f0340c6d41516da442a8ba764edfe3df9b43cd,    Use Glide’s tag id and deprecate ViewTarget’s setTag method.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/87f0340c6d41516da442a8ba764edfe3df9b43cd,
48,4/05/2019-22/05/2019,May 17 2019,342b5faae9451f7c609cf83269cddc3a5d170e83,    Remove API 19 emulator tests it seems to be not working.,completed: 70 skipped: 0 failures: 0 errors: 1,https://github.com/bumptech/glide/commit/342b5faae9451f7c609cf83269cddc3a5d170e83,
49,1/05/2019-20/05/2019,May 1 2019,fa7cb2f52d388497411204419bdb88006f1b0e17,    Avoid using deprecated SimpleTarget.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/fa7cb2f52d388497411204419bdb88006f1b0e17,
49,1/05/2019-20/05/2019,May 17 2019,f8cafb3010795b94e982866ed0699e6fcf2d51ae,    MOE automated commit.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/f8cafb3010795b94e982866ed0699e6fcf2d51ae,
49,1/05/2019-20/05/2019,May 1 2019,0644002a25f0840ce504c89ff09eacee67bc4398,    Move VisibleForTesting generation into ProcessorUtil,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/0644002a25f0840ce504c89ff09eacee67bc4398,
50,20/02/2019-17/05/2019,May 1 2019,fbd31f41d164c3b93248556d2601da33d13f2c30,    Fix a typo in SimpleTarget deprecation warning.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/fbd31f41d164c3b93248556d2601da33d13f2c30,
50,20/02/2019-17/05/2019,Apr 1 2019,4b26d774fa4c5d6b5332c732a51a92eaeb1ee8b9,    CustomTarget javadoc is incorrect (#3583),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/4b26d774fa4c5d6b5332c732a51a92eaeb1ee8b9,
50,20/02/2019-17/05/2019,Mar 7 2019,d07af89ae41c309f53a7c1afc0e20b61f1eb5250,    Fix formatting issues in build.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/d07af89ae41c309f53a7c1afc0e20b61f1eb5250,
50,20/02/2019-17/05/2019,Mar 5 2019,29c553df470401211dd080c2b3c8b69916e7ea25,    Halve the number of hardware bitmaps we use on Samsung Galaxy S7 Edge devices.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/29c553df470401211dd080c2b3c8b69916e7ea25,
50,20/02/2019-17/05/2019,Mar 2 2019,53438b90f982d27652c2bae7cd9daf9be8d5a03a,    Fix GifDecoder with PREFER_RGB_565,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/53438b90f982d27652c2bae7cd9daf9be8d5a03a,
50,20/02/2019-17/05/2019,Feb 20 2019,c6ffb0460de4a5b51db5b2f9fd5c0b697cb51486,    Require ResourceListener in the constructor of EngineResource,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/c6ffb0460de4a5b51db5b2f9fd5c0b697cb51486,
50,20/02/2019-17/05/2019,Mar 5 2019,9c48b48eb17d8d1c005352730d66d0dc85da5efe,    Remove IntRange in RequestOptions.overrideOf.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/9c48b48eb17d8d1c005352730d66d0dc85da5efe,
50,20/02/2019-17/05/2019,Mar 5 2019,d77c0cb3ce910b0df8bcc94ac15ed2404b2b4fed,    Catch/ignore SecurityException opening MediaStore thumbnails.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/d77c0cb3ce910b0df8bcc94ac15ed2404b2b4fed,
50,20/02/2019-17/05/2019,Mar 5 2019,6b9c00de0816ffcf7fad77b3034db1fb0bca46df,    Wait for a post to complete before starting failing request in DrawableTransformationTest.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/6b9c00de0816ffcf7fad77b3034db1fb0bca46df,
50,20/02/2019-17/05/2019,Mar 4 2019,842d3d2e7f8ef58e01d908a17f2a0a2760b8d769,    Add a better error when v3 and v4 modules are used in the same app.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/842d3d2e7f8ef58e01d908a17f2a0a2760b8d769,
50,20/02/2019-17/05/2019,Mar 4 2019,f3fafcd3cb93e384263434b19e72ad926c249188,    Update Gradle to 4.10.1,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/f3fafcd3cb93e384263434b19e72ad926c249188,
50,20/02/2019-17/05/2019,Feb 26 2019,7bb6f11c43c245a4e150d93d293a40c75fe99796,    * update okhttp library from 3.9.1 to 3.12.1 (#3537),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/7bb6f11c43c245a4e150d93d293a40c75fe99796,
51,21/12/2018-5/03/2019,Feb 20 2019,52cce3be9ba466cd0304acd8043306d0641d9e17,    fix the unused animationExecutor in GlideBuilder (#3525),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/52cce3be9ba466cd0304acd8043306d0641d9e17,
51,21/12/2018-5/03/2019,Feb 14 2019,60af52dccda3ea7f9a14a437e5e7054eb37aadda,    Bump version to 4.10.0-SNAPSHOT,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/60af52dccda3ea7f9a14a437e5e7054eb37aadda,
51,21/12/2018-5/03/2019,Feb 14 2019,3035749168c8a4187cf3a51d19a6aee3bc5958d1,    Update README.md to 4.9.0,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/3035749168c8a4187cf3a51d19a6aee3bc5958d1,
51,21/12/2018-5/03/2019,Feb 14 2019,d8cc530d15ed86c1a6d9238806903cca5dd56f72,    Bump version to 4.9.0,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/d8cc530d15ed86c1a6d9238806903cca5dd56f72,
51,21/12/2018-5/03/2019,Feb 14 2019,92d8cc401aedab8118a3b91763c029be66588222,    Exclude synchronization warning in EngineResource caused by deadlock avoidance.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/92d8cc401aedab8118a3b91763c029be66588222,
51,21/12/2018-5/03/2019,Feb 13 2019,a16a1baa140c9b87b9a68a2a3b91047fd60ba5d8,    Fix a deadlock in EngineResource/Engine.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/a16a1baa140c9b87b9a68a2a3b91047fd60ba5d8,
51,21/12/2018-5/03/2019,Feb 12 2019,b56dbabde3abeb5ed1c232a3f6b17a4a0af0b7e2,    Support incremental annotation processing (#3508),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/b56dbabde3abeb5ed1c232a3f6b17a4a0af0b7e2,
51,21/12/2018-5/03/2019,Feb 6 2019,a150301a7f5b157821b7ec5273f86c6d54e2b75d,    Accept sdk 28 licenses on Travis.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/a150301a7f5b157821b7ec5273f86c6d54e2b75d,
51,21/12/2018-5/03/2019,Jan 10 2019,c03564af9bf54d401cf132c0a6157dbee1383b4d,    Added listener to notify loop completion of a gif (#3438),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/c03564af9bf54d401cf132c0a6157dbee1383b4d,
51,21/12/2018-5/03/2019,Dec 21 2018,c162dba708c010a651c4e7ad13190ba048bd3dcd,    Remove unnecessary ignores from Bitmap based tests. ,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/c162dba708c010a651c4e7ad13190ba048bd3dcd,
52,18/12/2018-21/12/2018,Dec 21 2018,f083d87409d13e1db2081a8156816441fe7e5830,    Handle preloading with empty data in Gallery sample app.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/f083d87409d13e1db2081a8156816441fe7e5830,
52,18/12/2018-21/12/2018,Dec 19 2018,eaf720e934d8d71ed34c5bffb32cd4e72ff90495,    Fix various build issues.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/eaf720e934d8d71ed34c5bffb32cd4e72ff90495,
52,18/12/2018-21/12/2018,Dec 18 2018,d2b2742c35ec572b3b683ef6baa9eefcc9326acc,    Fix locks and add lock annotations in RequestManager.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/d2b2742c35ec572b3b683ef6baa9eefcc9326acc,
52,18/12/2018-21/12/2018,Dec 18 2018,c33d28eb62b62a54b633296580f690e7352f8f14,    Ensure that EngineJobs are cancelled and removed from Engine's Job set atomically.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/c33d28eb62b62a54b633296580f690e7352f8f14,
52,18/12/2018-21/12/2018,Dec 18 2018,c528928503acfa57d353a62cc64c3d7fc0717d10,    Eliminate some duplicate code in EngineJob and simplify removing Callbacks.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/c528928503acfa57d353a62cc64c3d7fc0717d10,
53,16/11/2018-18/12/2018,Dec 18 2018,824cd2e6709e37335b495e702c34cc6f3aa73050,    Make Bitmap encoding tests more useful.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/824cd2e6709e37335b495e702c34cc6f3aa73050,
53,16/11/2018-18/12/2018,Dec 17 2018,e2df4d068840ea04b9e448347f062b964eb0b0b7,    ...Androidx Migration...,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/e2df4d068840ea04b9e448347f062b964eb0b0b7,
53,16/11/2018-18/12/2018,Dec 5 2018,be28a4d2bf3f4552d4cf6a5463e105f0368d17c2,    Fix handling of system and type/name resource Uris.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/be28a4d2bf3f4552d4cf6a5463e105f0368d17c2,
53,16/11/2018-18/12/2018,Dec 4 2018,081b905e281d9568a458f1e900dc6d24ea1c9bf3,    Add a couple of missing locks to Glide.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/081b905e281d9568a458f1e900dc6d24ea1c9bf3,
53,16/11/2018-18/12/2018,Nov 27 2018,2fe677685f41cb14e0f7639629ce214565484bce,    Note the thread RequestListeners will be called back on in the javadoc.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/2fe677685f41cb14e0f7639629ce214565484bce,
53,16/11/2018-18/12/2018,Nov 27 2018,503abebdd9e9d5938cb463e3388ed47c6bf28f44,    Fix a slew of bugs around XMP in the editor.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/503abebdd9e9d5938cb463e3388ed47c6bf28f44,
53,16/11/2018-18/12/2018,Nov 26 2018,8f1ea5c07dff7ade8c49c324bcb5a7f40d0b4891,    Convert Glide unit tests to android_local_test.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/8f1ea5c07dff7ade8c49c324bcb5a7f40d0b4891,
53,16/11/2018-18/12/2018,Nov 16 2018,617edc34757ff43807548e64a394eeb1df115db9,    Allow starting requests on background threads without posting to the main thread.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/617edc34757ff43807548e64a394eeb1df115db9,
53,16/11/2018-18/12/2018,Nov 16 2018,a03ca14f47a11a268e5d4254c6a9082341990c5d,    Bitmap.compress() actually writes the image to the stream in the right format rather than just text description. Note: Tests checking this text description will be broken (looks like 2-3 internally),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/a03ca14f47a11a268e5d4254c6a9082341990c5d,
53,16/11/2018-18/12/2018,Dec 17 2018,1878585429e0579bfd1c2ca8af12a831fb23903d,    Update Robolectric and Android Gradle deps.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/1878585429e0579bfd1c2ca8af12a831fb23903d,
53,16/11/2018-18/12/2018,Dec 14 2018,6a1c79590990c7c583dbee775e6b6a46524663d7,    Add BitmapTransformation to rotate the image (#3444),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/6a1c79590990c7c583dbee775e6b6a46524663d7,
54,5/11/2018-16/11/2018,Nov 6 2018,8ff103ae66e247706912e4929252489ee254e237,    Migrate from AndroidSupportInjectionModule to AndroidInjectionModule.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/8ff103ae66e247706912e4929252489ee254e237,
55,1/11/2018-5/11/2018,Nov 5 2018,114b885f1deed1cd4da493e50c15235da59b5fce,    Include better request origins for Glide requests started on background threads.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/114b885f1deed1cd4da493e50c15235da59b5fce,
56,3/10/2018-17/12/2018,Nov 1 2018,e515f4781ec508671f21263f4de29e49e3f96945,    Add API to Glide to include request origins when Glide requests fail.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/e515f4781ec508671f21263f4de29e49e3f96945,
56,3/10/2018-17/12/2018,Oct 23 2018,be51b4ebb77d2dba6df5df9a5761496d31626c92,    Retain the hasAlphaBit when rotating images in TransformationUtils.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/be51b4ebb77d2dba6df5df9a5761496d31626c92,
56,3/10/2018-17/12/2018,Oct 19 2018,9a5d1f19dc9c1007a18d90af4dd972836b13bce1,    Use the requested config not the previous config in SizeConfigStrategy.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/9a5d1f19dc9c1007a18d90af4dd972836b13bce1,
56,3/10/2018-17/12/2018,Oct 15 2018,3c9f92f6eb4c212a27abb46079f1b33ee927850d,    Fix trailing whitespace in MultiModelLoader.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/3c9f92f6eb4c212a27abb46079f1b33ee927850d,
56,3/10/2018-17/12/2018,Oct 10 2018,c147f4668f067960d92cbd7fc753b3148ed5253c,    Add more robust cancellation support to MultiModelLoader.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/c147f4668f067960d92cbd7fc753b3148ed5253c,
56,3/10/2018-17/12/2018,Oct 3 2018,d6345fbbf19f9eb8434587f76a5c38e2232149cf,    [glide] Avoid saving or passing around Robolectric shadow instances; instead use the real framework object and get its shadow when needed using Shadows.shadowOf(). Call Android framework methods directly on the framework object instead of its shadow whenever possible.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/d6345fbbf19f9eb8434587f76a5c38e2232149cf,
56,3/10/2018-17/12/2018,Dec 15 2018,f7d860412f061e059aa84a42f2563a01ac8c303b,    Add nullability annotations to LazyHeaders.Builder functions (#3446),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/f7d860412f061e059aa84a42f2563a01ac8c303b,
56,3/10/2018-17/12/2018,Oct 26 2018,8a26a6b8d93cc629d423a316b1838b841e672099,    Make ProGuard rules consumable (#3375),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/8a26a6b8d93cc629d423a316b1838b841e672099,
56,3/10/2018-17/12/2018,Oct 26 2018,67825410ada908e7cf4eba134af33877b8cf69b0,    Updated BaseRequestOptions.transform api (update for issue #2875) (#3365),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/67825410ada908e7cf4eba134af33877b8cf69b0,
56,3/10/2018-17/12/2018,Oct 15 2018,b57ef348d1b18621d7a2e6026f1adf5afa072561,    Fix an incorrect reference in RequestListener's javadoc. (#3352),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/b57ef348d1b18621d7a2e6026f1adf5afa072561,
57,30/08/2018-26/10/2018,Oct 5 2018,00bae3a41e3017d316ae56481fd2fc17eda2272c,    Support loading resources from dynamic modules (#3308),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/00bae3a41e3017d316ae56481fd2fc17eda2272c,
57,30/08/2018-26/10/2018,Sep 21 2018,38dc42d4995a2320f95b2ced390c45545ad7bc90,    Fix the annotation compiler test imports.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/38dc42d4995a2320f95b2ced390c45545ad7bc90,
57,30/08/2018-26/10/2018,Sep 21 2018,2ca790afa86279645bd7d84a3d5d273b5992f2f4,    Avoid API 28 gradle dependency warnings.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/2ca790afa86279645bd7d84a3d5d273b5992f2f4,
57,30/08/2018-26/10/2018,Sep 17 2018,b3b2d7aa84a5beb8eddea39f2ec0e8ba35ceaa20,    Avoid new ArrayList(collection) in Registry,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/b3b2d7aa84a5beb8eddea39f2ec0e8ba35ceaa20,
57,30/08/2018-26/10/2018,Sep 12 2018,b4562903cd09cd8bd95c1962867d166b9d2eec18,    Add a CustomTarget class,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/b4562903cd09cd8bd95c1962867d166b9d2eec18,
57,30/08/2018-26/10/2018,Sep 12 2018,ebb0e45d42709338ffc8de0d58e48c992af2d372,    Remove memegen-android-team from presubmit notifications.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/ebb0e45d42709338ffc8de0d58e48c992af2d372,
57,30/08/2018-26/10/2018,Sep 12 2018,e7965ed1a738c65357b113303e596d78d4404b77,    Make Giphy models implement equals/hashcode for in memory caching,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/e7965ed1a738c65357b113303e596d78d4404b77,
