NO.,HEAD,CHANGE TYPE,CHANGED STATEMENT,PARENT ENTITY,ROOT ENTITY,SIGNIFICANCE LEVEL,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,CATCH_CLAUSE: Resources.NotFoundException,CATCH_CLAUSES: ,"com.blankj.utilcode.util.StringUtils.getString(int,Object...)",MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,TRY_STATEMENT: ,"METHOD: com.blankj.utilcode.util.StringUtils.getString(int,Object...)","com.blankj.utilcode.util.StringUtils.getString(int,Object...)",MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_UPDATE,"RETURN_STATEMENT: format(Utils.getApp().getString(id), formatArgs);",BODY: ,"com.blankj.utilcode.util.StringUtils.getString(int,Object...)",LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_UPDATE,RETURN_STATEMENT: ((char) (s.charAt(0) - 32) + s.substring(1));,METHOD: com.blankj.utilcode.util.StringUtils.upperFirstLetter(String),com.blankj.utilcode.util.StringUtils.upperFirstLetter(String),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,TRY_STATEMENT: ,METHOD: com.blankj.utilcode.util.StringUtils.getStringArray(int),com.blankj.utilcode.util.StringUtils.getStringArray(int),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,CATCH_CLAUSE: Resources.NotFoundException,CATCH_CLAUSES: ,com.blankj.utilcode.util.StringUtils.getStringArray(int),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,RETURN_STATEMENT: new String[0];,CATCH_CLAUSE: Resources.NotFoundException,com.blankj.utilcode.util.StringUtils.getStringArray(int),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,METHOD_INVOCATION: e.printStackTrace();,CATCH_CLAUSE: Resources.NotFoundException,com.blankj.utilcode.util.StringUtils.getStringArray(int),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,RETURN_STATEMENT: new String[]{String.valueOf(id)};,CATCH_CLAUSE: Resources.NotFoundException,com.blankj.utilcode.util.StringUtils.getStringArray(int),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,CATCH_CLAUSE: Resources.NotFoundException,CATCH_CLAUSES: ,com.blankj.utilcode.util.StringUtils.getStringArray(int),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,TRY_STATEMENT: ,METHOD: com.blankj.utilcode.util.StringUtils.getStringArray(int),com.blankj.utilcode.util.StringUtils.getStringArray(int),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,TRY_STATEMENT: ,METHOD: com.blankj.utilcode.util.StringUtils.getString(int),com.blankj.utilcode.util.StringUtils.getString(int),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,RETURN_STATEMENT: Utils.getApp().getResources().getString(id);,BODY: ,com.blankj.utilcode.util.StringUtils.getString(int),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,CATCH_CLAUSE: Resources.NotFoundException,CATCH_CLAUSES: ,com.blankj.utilcode.util.StringUtils.getString(int),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,"RETURN_STATEMENT: "";",CATCH_CLAUSE: Resources.NotFoundException,com.blankj.utilcode.util.StringUtils.getString(int),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,"RETURN_STATEMENT: getString(id, (Object[]) null);",METHOD: com.blankj.utilcode.util.StringUtils.getString(int),com.blankj.utilcode.util.StringUtils.getString(int),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,REMOVED_FUNCTIONALITY,"METHOD: com.blankj.utilcode.util.StringUtils.format(String,Object...)",CLASS: com.blankj.utilcode.util.StringUtils,com.blankj.utilcode.util.StringUtils,CRUCIAL,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,CATCH_CLAUSE: IOException,CATCH_CLAUSES: ,com.blankj.utilcode.util.FlashlightUtils.setFlashlightStatus(boolean),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,"METHOD_INVOCATION: Log.e(FlashlightUtils"""," ""setFlashlightStatusOn: """," e);""",CATCH_CLAUSE: IOException,com.blankj.utilcode.util.FlashlightUtils.setFlashlightStatus(boolean),
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,METHOD_INVOCATION: e.printStackTrace();,CATCH_CLAUSE: IOException,com.blankj.utilcode.util.FlashlightUtils.setFlashlightStatus(boolean),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,CATCH_CLAUSE: IOException,CATCH_CLAUSES: ,com.blankj.utilcode.util.FlashlightUtils.setFlashlightStatus(boolean),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,"METHOD_INVOCATION: show(((text == null) ? NULL : text), Toast.LENGTH_SHORT);",METHOD: com.blankj.utilcode.util.ToastUtils.showShort(CharSequence),com.blankj.utilcode.util.ToastUtils.showShort(CharSequence),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,"METHOD_INVOCATION: show(text, Toast.LENGTH_SHORT, DEFAULT_TOAST_UTILS);",METHOD: com.blankj.utilcode.util.ToastUtils.showShort(CharSequence),com.blankj.utilcode.util.ToastUtils.showShort(CharSequence),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,"THROW_STATEMENT: new UnsupportedOperationException(u can\'t instantiate me..."");""",METHOD: com.blankj.utilcode.util.ToastUtils.ToastUtils(),com.blankj.utilcode.util.ToastUtils.ToastUtils(),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,DECREASING_ACCESSIBILITY_CHANGE,MODIFIER: private,MODIFIERS: ,com.blankj.utilcode.util.ToastUtils.ToastUtils(),HIGH,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,RETURN_STATEMENT: this;,METHOD: com.blankj.utilcode.util.ToastUtils.setBgColor(int),com.blankj.utilcode.util.ToastUtils.setBgColor(int),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_UPDATE,ASSIGNMENT: mBgColor = backgroundColor;,METHOD: com.blankj.utilcode.util.ToastUtils.setBgColor(int),com.blankj.utilcode.util.ToastUtils.setBgColor(int),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,ADDING_METHOD_OVERRIDABILITY,MODIFIER: final,MODIFIERS: ,com.blankj.utilcode.util.ToastUtils.setBgColor(int),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,DOC_UPDATE,"JAVADOC: /**
     * Set the color of background.
     *
     * @param backgroundColor The color of background.
     * @return the single {@link ToastUtils} instance
     */",METHOD: com.blankj.utilcode.util.ToastUtils.setBgColor(int),com.blankj.utilcode.util.ToastUtils.setBgColor(int),NONE,,LOW
12,d1ff4e3cd680473dc63b491a9795bd790a464949,RETURN_TYPE_DELETE,SINGLE_TYPE: com.blankj.utilcode.util.ToastUtils.setBgColor(int): ToastUtils,METHOD: com.blankj.utilcode.util.ToastUtils.setBgColor(int),com.blankj.utilcode.util.ToastUtils.setBgColor(int),CRUCIAL,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,CONDITION_EXPRESSION_CHANGE,IF_STATEMENT: (mToastUtils.mBgResource != (- 1)),METHOD: com.blankj.utilcode.util.ToastUtils.AbsToast.setBg(TextView),com.blankj.utilcode.util.ToastUtils.AbsToast.setBg(TextView),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_UPDATE,METHOD_INVOCATION: mToastView.setBackgroundResource(mToastUtils.mBgResource);,THEN_STATEMENT: (mToastUtils.mBgResource != (- 1)),com.blankj.utilcode.util.ToastUtils.AbsToast.setBg(TextView),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_UPDATE,METHOD_INVOCATION: msgTv.setBackgroundColor(Color.TRANSPARENT);,THEN_STATEMENT: (mToastUtils.mBgResource != (- 1)),com.blankj.utilcode.util.ToastUtils.AbsToast.setBg(TextView),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,CONDITION_EXPRESSION_CHANGE,IF_STATEMENT: (mToastUtils.mBgColor != COLOR_DEFAULT),ELSE_STATEMENT: (mToastUtils.mBgResource != (- 1)),com.blankj.utilcode.util.ToastUtils.AbsToast.setBg(TextView),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_UPDATE,VARIABLE_DECLARATION_STATEMENT: Drawable toastBg = mToastView.getBackground();,THEN_STATEMENT: (mToastUtils.mBgColor != COLOR_DEFAULT),com.blankj.utilcode.util.ToastUtils.AbsToast.setBg(TextView),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_UPDATE,VARIABLE_DECLARATION_STATEMENT: Drawable msgBg = msgTv.getBackground();,THEN_STATEMENT: (mToastUtils.mBgColor != COLOR_DEFAULT),com.blankj.utilcode.util.ToastUtils.AbsToast.setBg(TextView),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,CONDITION_EXPRESSION_CHANGE,IF_STATEMENT: ((toastBg != null) && (msgBg != null)),THEN_STATEMENT: (mToastUtils.mBgColor != COLOR_DEFAULT),com.blankj.utilcode.util.ToastUtils.AbsToast.setBg(TextView),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_UPDATE,"METHOD_INVOCATION: toastBg.mutate().setColorFilter(new PorterDuffColorFilter(mToastUtils.mBgColor, PorterDuff.Mode.SRC_IN));",THEN_STATEMENT: ((toastBg != null) && (msgBg != null)),com.blankj.utilcode.util.ToastUtils.AbsToast.setBg(TextView),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_UPDATE,METHOD_INVOCATION: msgTv.setBackgroundColor(Color.TRANSPARENT);,THEN_STATEMENT: ((toastBg != null) && (msgBg != null)),com.blankj.utilcode.util.ToastUtils.AbsToast.setBg(TextView),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,CONDITION_EXPRESSION_CHANGE,IF_STATEMENT: (toastBg != null),ELSE_STATEMENT: ((toastBg != null) && (msgBg != null)),com.blankj.utilcode.util.ToastUtils.AbsToast.setBg(TextView),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_UPDATE,"METHOD_INVOCATION: toastBg.mutate().setColorFilter(new PorterDuffColorFilter(mToastUtils.mBgColor, PorterDuff.Mode.SRC_IN));",THEN_STATEMENT: (toastBg != null),com.blankj.utilcode.util.ToastUtils.AbsToast.setBg(TextView),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_UPDATE,"METHOD_INVOCATION: msgBg.mutate().setColorFilter(new PorterDuffColorFilter(mToastUtils.mBgColor, PorterDuff.Mode.SRC_IN));",THEN_STATEMENT: (msgBg != null),com.blankj.utilcode.util.ToastUtils.AbsToast.setBg(TextView),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_UPDATE,METHOD_INVOCATION: mToastView.setBackgroundColor(mToastUtils.mBgColor);,ELSE_STATEMENT: (msgBg != null),com.blankj.utilcode.util.ToastUtils.AbsToast.setBg(TextView),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,DECREASING_ACCESSIBILITY_CHANGE,MODIFIER: protected,MODIFIERS: ,com.blankj.utilcode.util.ToastUtils.AbsToast.setBg(TextView),HIGH,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,PARAMETER_RENAMING,PARAMETER: msgTv,PARAMETERS: ,com.blankj.utilcode.util.ToastUtils.AbsToast.setBg(TextView),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,METHOD_INVOCATION: mToast.cancel();,THEN_STATEMENT: (mToast != null),com.blankj.utilcode.util.ToastUtils.AbsToast.cancel(),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,IF_STATEMENT: (mToast != null),METHOD: com.blankj.utilcode.util.ToastUtils.AbsToast.cancel(),com.blankj.utilcode.util.ToastUtils.AbsToast.cancel(),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,METHOD_RENAMING,METHOD: com.blankj.utilcode.util.ToastUtils.AbsToast.setToastView(CharSequence),METHOD: com.blankj.utilcode.util.ToastUtils.AbsToast.setToastView(CharSequence),com.blankj.utilcode.util.ToastUtils.AbsToast.setMsgView(CharSequence),HIGH,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,IF_STATEMENT: ((mToastView == null) || (mToastView.findViewById(android.R.id.message) == null)),METHOD: com.blankj.utilcode.util.ToastUtils.AbsToast.setToastView(CharSequence),com.blankj.utilcode.util.ToastUtils.AbsToast.setMsgView(CharSequence),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,IF_STATEMENT: (sMsgTextSize != (- 1)),METHOD: com.blankj.utilcode.util.ToastUtils.AbsToast.setToastView(CharSequence),com.blankj.utilcode.util.ToastUtils.AbsToast.setMsgView(CharSequence),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,ASSIGNMENT: mToastView = ToastUtils.getView(R.layout.toast_layout);,THEN_STATEMENT: ((mToastView == null) || (mToastView.findViewById(android.R.id.message) == null)),com.blankj.utilcode.util.ToastUtils.AbsToast.setMsgView(CharSequence),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,METHOD_INVOCATION: tvMessage.setTextSize(sMsgTextSize);,THEN_STATEMENT: (sMsgTextSize != (- 1)),com.blankj.utilcode.util.ToastUtils.AbsToast.setMsgView(CharSequence),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,VARIABLE_DECLARATION_STATEMENT: View utilsToastView = mToastUtils.tryApplyUtilsToastView(text);,METHOD: com.blankj.utilcode.util.ToastUtils.AbsToast.setToastView(CharSequence),com.blankj.utilcode.util.ToastUtils.AbsToast.setMsgView(CharSequence),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,RETURN_STATEMENT: ,THEN_STATEMENT: (utilsToastView != null),com.blankj.utilcode.util.ToastUtils.AbsToast.setMsgView(CharSequence),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,IF_STATEMENT: (utilsToastView != null),METHOD: com.blankj.utilcode.util.ToastUtils.AbsToast.setToastView(CharSequence),com.blankj.utilcode.util.ToastUtils.AbsToast.setMsgView(CharSequence),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,METHOD_INVOCATION: setToastView(UtilsBridge.layoutId2View(R.layout.utils_toast_view));,THEN_STATEMENT: ((mToastView == null) || (mToastView.findViewById(android.R.id.message) == null)),com.blankj.utilcode.util.ToastUtils.AbsToast.setMsgView(CharSequence),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,IF_STATEMENT: ((mToastView == null) || (mToastView.findViewById(android.R.id.message) == null)),METHOD: com.blankj.utilcode.util.ToastUtils.AbsToast.setToastView(CharSequence),com.blankj.utilcode.util.ToastUtils.AbsToast.setMsgView(CharSequence),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,METHOD_INVOCATION: messageTv.setTextSize(mToastUtils.mTextSize);,THEN_STATEMENT: (mToastUtils.mTextSize != (- 1)),com.blankj.utilcode.util.ToastUtils.AbsToast.setMsgView(CharSequence),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,IF_STATEMENT: (mToastUtils.mTextSize != (- 1)),METHOD: com.blankj.utilcode.util.ToastUtils.AbsToast.setToastView(CharSequence),com.blankj.utilcode.util.ToastUtils.AbsToast.setMsgView(CharSequence),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_PARENT_CHANGE,METHOD_INVOCATION: setToastView(utilsToastView);,THEN_STATEMENT: (utilsToastView != null),com.blankj.utilcode.util.ToastUtils.AbsToast.setMsgView(CharSequence),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_UPDATE,VARIABLE_DECLARATION_STATEMENT: TextView messageTv = mToastView.findViewById(android.R.id.message);,METHOD: com.blankj.utilcode.util.ToastUtils.AbsToast.setToastView(CharSequence),com.blankj.utilcode.util.ToastUtils.AbsToast.setMsgView(CharSequence),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_UPDATE,METHOD_INVOCATION: messageTv.setText(text);,METHOD: com.blankj.utilcode.util.ToastUtils.AbsToast.setToastView(CharSequence),com.blankj.utilcode.util.ToastUtils.AbsToast.setMsgView(CharSequence),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,CONDITION_EXPRESSION_CHANGE,IF_STATEMENT: (mToastUtils.mTextColor != COLOR_DEFAULT),METHOD: com.blankj.utilcode.util.ToastUtils.AbsToast.setToastView(CharSequence),com.blankj.utilcode.util.ToastUtils.AbsToast.setMsgView(CharSequence),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_UPDATE,METHOD_INVOCATION: setBg(messageTv);,METHOD: com.blankj.utilcode.util.ToastUtils.AbsToast.setToastView(CharSequence),com.blankj.utilcode.util.ToastUtils.AbsToast.setMsgView(CharSequence),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_UPDATE,METHOD_INVOCATION: setToastView(utilsToastView);,THEN_STATEMENT: ((mToastView == null) || (mToastView.findViewById(android.R.id.message) == null)),com.blankj.utilcode.util.ToastUtils.AbsToast.setMsgView(CharSequence),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_UPDATE,METHOD_INVOCATION: messageTv.setTextColor(mToastUtils.mTextColor);,THEN_STATEMENT: (mToastUtils.mTextColor != COLOR_DEFAULT),com.blankj.utilcode.util.ToastUtils.AbsToast.setMsgView(CharSequence),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,METHOD_RENAMING,METHOD: com.blankj.utilcode.util.ToastUtils.AbsToast.setToastView(View),METHOD: com.blankj.utilcode.util.ToastUtils.AbsToast.setToastView(View),com.blankj.utilcode.util.ToastUtils.AbsToast.setView(View),HIGH,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,PARAMETER_RENAMING,PARAMETER: toastUtils,PARAMETERS: ,com.blankj.utilcode.util.ToastUtils.AbsToast.AbsToast(Toast),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,PARAMETER_TYPE_CHANGE,SINGLE_TYPE: toastUtils: ToastUtils,PARAMETER: toastUtils,com.blankj.utilcode.util.ToastUtils.AbsToast.AbsToast(Toast),HIGH,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,ASSIGNMENT: mToast = new Toast(Utils.getApp());,METHOD: com.blankj.utilcode.util.ToastUtils.AbsToast.AbsToast(ToastUtils),com.blankj.utilcode.util.ToastUtils.AbsToast.AbsToast(Toast),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,"METHOD_INVOCATION: mToast.setGravity(mToastUtils.mGravity, mToastUtils.mXOffset, mToastUtils.mYOffset);",THEN_STATEMENT: (((mToastUtils.mGravity != (- 1)) || (mToastUtils.mXOffset != (- 1))) || (mToastUtils.mYOffset != (- 1))),com.blankj.utilcode.util.ToastUtils.AbsToast.AbsToast(Toast),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,IF_STATEMENT: (((mToastUtils.mGravity != (- 1)) || (mToastUtils.mXOffset != (- 1))) || (mToastUtils.mYOffset != (- 1))),METHOD: com.blankj.utilcode.util.ToastUtils.AbsToast.AbsToast(ToastUtils),com.blankj.utilcode.util.ToastUtils.AbsToast.AbsToast(Toast),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_UPDATE,ASSIGNMENT: mToastUtils = toastUtils;,METHOD: com.blankj.utilcode.util.ToastUtils.AbsToast.AbsToast(ToastUtils),com.blankj.utilcode.util.ToastUtils.AbsToast.AbsToast(Toast),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,ADDITIONAL_FUNCTIONALITY,METHOD: com.blankj.utilcode.util.ToastUtils.AbsToast.getView(),CLASS: com.blankj.utilcode.util.ToastUtils.AbsToast,com.blankj.utilcode.util.ToastUtils.AbsToast,LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,ADDITIONAL_FUNCTIONALITY,METHOD: com.blankj.utilcode.util.ToastUtils.AbsToast.setText(CharSequence),CLASS: com.blankj.utilcode.util.ToastUtils.AbsToast,com.blankj.utilcode.util.ToastUtils.AbsToast,LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,ADDITIONAL_FUNCTIONALITY,METHOD: com.blankj.utilcode.util.ToastUtils.AbsToast.setDuration(int),CLASS: com.blankj.utilcode.util.ToastUtils.AbsToast,com.blankj.utilcode.util.ToastUtils.AbsToast,LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,ADDITIONAL_FUNCTIONALITY,"METHOD: com.blankj.utilcode.util.ToastUtils.AbsToast.setGravity(int,int,int)",CLASS: com.blankj.utilcode.util.ToastUtils.AbsToast,com.blankj.utilcode.util.ToastUtils.AbsToast,LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,ADDITIONAL_FUNCTIONALITY,METHOD: com.blankj.utilcode.util.ToastUtils.AbsToast.setText(int),CLASS: com.blankj.utilcode.util.ToastUtils.AbsToast,com.blankj.utilcode.util.ToastUtils.AbsToast,LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,REMOVED_OBJECT_STATE,FIELD: com.blankj.utilcode.util.ToastUtils.AbsToast.mToastUtils : ToastUtils,CLASS: com.blankj.utilcode.util.ToastUtils.AbsToast,com.blankj.utilcode.util.ToastUtils.AbsToast,CRUCIAL,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,"METHOD_INVOCATION: show(resId, Toast.LENGTH_LONG, args);","METHOD: com.blankj.utilcode.util.ToastUtils.showLong(int,Object...)","com.blankj.utilcode.util.ToastUtils.showLong(int,Object...)",LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,"METHOD_INVOCATION: show(UtilsBridge.getString(resId), Toast.LENGTH_LONG, DEFAULT_TOAST_UTILS);","METHOD: com.blankj.utilcode.util.ToastUtils.showLong(int,Object...)","com.blankj.utilcode.util.ToastUtils.showLong(int,Object...)",MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,"METHOD_INVOCATION: show(((text == null) ? NULL : text), Toast.LENGTH_LONG);",METHOD: com.blankj.utilcode.util.ToastUtils.showLong(CharSequence),com.blankj.utilcode.util.ToastUtils.showLong(CharSequence),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,"METHOD_INVOCATION: show(text, Toast.LENGTH_LONG, DEFAULT_TOAST_UTILS);",METHOD: com.blankj.utilcode.util.ToastUtils.showLong(CharSequence),com.blankj.utilcode.util.ToastUtils.showLong(CharSequence),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,ADDING_CLASS_DERIVABILITY,MODIFIER: final,MODIFIERS: ,com.blankj.utilcode.util.ToastUtils.SystemToast,LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,CATCH_CLAUSE: Exception,CATCH_CLAUSES: ,com.blankj.utilcode.util.ToastUtils.SystemToast.SafeHandler.dispatchMessage(Message),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,"METHOD_INVOCATION: Log.e(ToastUtils"""," e.toString());""",CATCH_CLAUSE: Exception,com.blankj.utilcode.util.ToastUtils.SystemToast.SafeHandler.dispatchMessage(Message),LOW,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,METHOD_INVOCATION: e.printStackTrace();,CATCH_CLAUSE: Exception,com.blankj.utilcode.util.ToastUtils.SystemToast.SafeHandler.dispatchMessage(Message),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,CATCH_CLAUSE: Exception,CATCH_CLAUSES: ,com.blankj.utilcode.util.ToastUtils.SystemToast.SafeHandler.dispatchMessage(Message),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,PARAMETER_RENAMING,PARAMETER: toastUtils,PARAMETERS: ,com.blankj.utilcode.util.ToastUtils.SystemToast.SystemToast(Toast),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,PARAMETER_TYPE_CHANGE,SINGLE_TYPE: toastUtils: ToastUtils,PARAMETER: toastUtils,com.blankj.utilcode.util.ToastUtils.SystemToast.SystemToast(Toast),HIGH,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_UPDATE,CONSTRUCTOR_INVOCATION: super(toastUtils);,METHOD: com.blankj.utilcode.util.ToastUtils.SystemToast.SystemToast(ToastUtils),com.blankj.utilcode.util.ToastUtils.SystemToast.SystemToast(Toast),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_UPDATE,VARIABLE_DECLARATION_STATEMENT: Object mTN = mTNField.get(mToast);,BODY: ,com.blankj.utilcode.util.ToastUtils.SystemToast.SystemToast(Toast),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,PARAMETER_DELETE,PARAMETER: duration,PARAMETERS: ,com.blankj.utilcode.util.ToastUtils.SystemToast.show(),CRUCIAL,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,RETURN_STATEMENT: ,THEN_STATEMENT: (mToast == null),com.blankj.utilcode.util.ToastUtils.SystemToast.show(),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,IF_STATEMENT: (mToast == null),METHOD: com.blankj.utilcode.util.ToastUtils.SystemToast.show(int),com.blankj.utilcode.util.ToastUtils.SystemToast.show(),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,METHOD_INVOCATION: mToast.setDuration(duration);,METHOD: com.blankj.utilcode.util.ToastUtils.SystemToast.show(int),com.blankj.utilcode.util.ToastUtils.SystemToast.show(),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,ADDITIONAL_FUNCTIONALITY,METHOD: com.blankj.utilcode.util.ToastUtils.SystemToast.cancel(),CLASS: com.blankj.utilcode.util.ToastUtils.SystemToast,com.blankj.utilcode.util.ToastUtils.SystemToast,LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,METHOD_RENAMING,METHOD: com.blankj.utilcode.util.ToastUtils.IToast.setToastView(CharSequence),METHOD: com.blankj.utilcode.util.ToastUtils.IToast.setToastView(CharSequence),com.blankj.utilcode.util.ToastUtils.IToast.setMsgView(CharSequence),MEDIUM,,
