NO.,HEAD,CHANGE TYPE,CHANGED STATEMENT,PARENT ENTITY,ROOT ENTITY,SIGNIFICANCE LEVEL,,,,
  private Test target;\n+,,,,,,,,,,
  @UiThread\n+,,,,,,,,,,
"  public Test_ViewBinding(Test target, View source) {\n+",,,,,,,,,,
    this.target = target;\n+,,,,,,,,,,
    target.view = source.findViewById(1);\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
  @Override\n+,,,,,,,,,,
  @CallSuper\n+,,,,,,,,,,
  public void unbind() {\n+,,,,,,,,,,
    Test target = this.target;\n+,,,,,,,,,,
"    if (target == null) throw new IllegalStateException(\Bindings already cleared.\"");\n""+",,,,,,,,,,
    this.target = null;\n+,,,,,,,,,,
    target.view = null;\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: butterknife.BindViewTest.nullable(),butterknife.BindViewTest.nullable(),LOW,,,,,,,
80,8eb5280c4a7dce8f023d7a29585a2417b82a607e,STATEMENT_UPDATE,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject bindingBaseSource = JavaFileObjects.forSourceString(test/Base_ViewBinding"""," StringLiteralConcatenation{""""+",,,,,,
package test;\n+,,,,,,,,,,
import android.view.View;\n+,,,,,,,,,,
import androidx.annotation.CallSuper;\n+,,,,,,,,,,
import androidx.annotation.UiThread;\n+,,,,,,,,,,
import butterknife.Unbinder;\n+,,,,,,,,,,
import butterknife.internal.Utils;\n+,,,,,,,,,,
import java.lang.IllegalStateException;\n+,,,,,,,,,,
import java.lang.Override;\n+,,,,,,,,,,
public class Base_ViewBinding implements Unbinder {\n+,,,,,,,,,,
  private Base target;\n+,,,,,,,,,,
  @UiThread\n+,,,,,,,,,,
"  public Base_ViewBinding(Base target, View source) {\n+",,,,,,,,,,
    this.target = target;\n+,,,,,,,,,,
"    target.thing = Utils.findRequiredView(source, 1, \field \'thing\'\"");\n""+",,,,,,,,,,
  }\n+,,,,,,,,,,
  @Override\n+,,,,,,,,,,
  @CallSuper\n+,,,,,,,,,,
  public void unbind() {\n+,,,,,,,,,,
    Base target = this.target;\n+,,,,,,,,,,
"    if (target == null) throw new IllegalStateException(\Bindings already cleared.\"");\n""+",,,,,,,,,,
    this.target = null;\n+,,,,,,,,,,
    target.thing = null;\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: butterknife.BindViewTest.bindingViewFinalClassWithBaseClass(),butterknife.BindViewTest.bindingViewFinalClassWithBaseClass(),LOW,,,,,,,
80,8eb5280c4a7dce8f023d7a29585a2417b82a607e,STATEMENT_UPDATE,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject bindingTestSource = JavaFileObjects.forSourceString(test/Test_ViewBinding"""," StringLiteralConcatenation{""""+",,,,,,
package test;\n+,,,,,,,,,,
import android.view.View;\n+,,,,,,,,,,
import androidx.annotation.UiThread;\n+,,,,,,,,,,
import butterknife.internal.Utils;\n+,,,,,,,,,,
import java.lang.IllegalStateException;\n+,,,,,,,,,,
import java.lang.Override;\n+,,,,,,,,,,
public final class Test_ViewBinding extends Base_ViewBinding {\n+,,,,,,,,,,
  private Test target;\n+,,,,,,,,,,
  @UiThread\n+,,,,,,,,,,
"  public Test_ViewBinding(Test target, View source) {\n+",,,,,,,,,,
"    super(target, source);\n+",,,,,,,,,,
    this.target = target;\n+,,,,,,,,,,
"    target.thing = Utils.findRequiredView(source, 1, \field \'thing\'\"");\n""+",,,,,,,,,,
  }\n+,,,,,,,,,,
  @Override\n+,,,,,,,,,,
  public void unbind() {\n+,,,,,,,,,,
    Test target = this.target;\n+,,,,,,,,,,
"    if (target == null) throw new IllegalStateException(\Bindings already cleared.\"");\n""+",,,,,,,,,,
    this.target = null\n+,,,,,,,,,,
    target.thing = null;\n+,,,,,,,,,,
    super.unbind();\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: butterknife.BindViewTest.bindingViewFinalClassWithBaseClass(),butterknife.BindViewTest.bindingViewFinalClassWithBaseClass(),LOW,,,,,,,
80,8eb5280c4a7dce8f023d7a29585a2417b82a607e,STATEMENT_UPDATE,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject bindingSource = JavaFileObjects.forSourceString(test/Test_ViewBinding"""," StringLiteralConcatenation{""""+",,,,,,
package test;\n+,,,,,,,,,,
import android.view.View;\n+,,,,,,,,,,
import androidx.annotation.UiThread;\n+,,,,,,,,,,
import butterknife.Unbinder;\n+,,,,,,,,,,
import butterknife.internal.Utils;\n+,,,,,,,,,,
import java.lang.IllegalStateException;\n+,,,,,,,,,,
import java.lang.Override;\n+,,,,,,,,,,
public final class Test_ViewBinding implements Unbinder {\n+,,,,,,,,,,
  private Test target;\n+,,,,,,,,,,
  @UiThread\n+,,,,,,,,,,
"  public Test_ViewBinding(Test target, View source) {\n+",,,,,,,,,,
    this.target = target;\n+,,,,,,,,,,
"    target.thing = Utils.findRequiredView(source, 1, \field \'thing\'\"");\n""+",,,,,,,,,,
  }\n+,,,,,,,,,,
  @Override\n+,,,,,,,,,,
  public void unbind() {\n+,,,,,,,,,,
    Test target = this.target;\n+,,,,,,,,,,
"    if (target == null) throw new IllegalStateException(\Bindings already cleared.\"");\n""+",,,,,,,,,,
    this.target = null;\n+,,,,,,,,,,
    target.thing = null;\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: butterknife.BindViewTest.bindingViewFinalClass(),butterknife.BindViewTest.bindingViewFinalClass(),LOW,,,,,,,
80,8eb5280c4a7dce8f023d7a29585a2417b82a607e,STATEMENT_UPDATE,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject bindingSource = JavaFileObjects.forSourceString(test/Outer$Test_ViewBinding"""," StringLiteralConcatenation{""""+",,,,,,
package test;\n+,,,,,,,,,,
import android.view.View;\n+,,,,,,,,,,
import androidx.annotation.CallSuper;\n+,,,,,,,,,,
import androidx.annotation.UiThread;\n+,,,,,,,,,,
import butterknife.Unbinder;\n+,,,,,,,,,,
import butterknife.internal.Utils;\n+,,,,,,,,,,
import java.lang.IllegalStateException;\n+,,,,,,,,,,
import java.lang.Override;\n+,,,,,,,,,,
public class Outer$Test_ViewBinding implements Unbinder {\n+,,,,,,,,,,
  private Outer.Test target;\n+,,,,,,,,,,
  @UiThread\n+,,,,,,,,,,
"  public Outer$Test_ViewBinding(Outer.Test target, View source) {\n+",,,,,,,,,,
    this.target = target;\n+,,,,,,,,,,
"    target.thing = Utils.findRequiredView(source, 1, \field \'thing\'\"");\n""+",,,,,,,,,,
  }\n+,,,,,,,,,,
  @Override\n+,,,,,,,,,,
  @CallSuper\n+,,,,,,,,,,
  public void unbind() {\n+,,,,,,,,,,
    Outer.Test target = this.target;\n+,,,,,,,,,,
"    if (target == null) throw new IllegalStateException(\Bindings already cleared.\"");\n""+",,,,,,,,,,
    this.target = null;\n+,,,,,,,,,,
    target.thing = null;\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: butterknife.BindViewTest.bindingViewInnerClass(),butterknife.BindViewTest.bindingViewInnerClass(),LOW,,,,,,,
80,8eb5280c4a7dce8f023d7a29585a2417b82a607e,STATEMENT_UPDATE,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject binding1Source = JavaFileObjects.forSourceString(test/Test_ViewBinding"""," StringLiteralConcatenation{""""+",,,,,,
package test;\n+,,,,,,,,,,
import android.view.View;\n+,,,,,,,,,,
import androidx.annotation.CallSuper;\n+,,,,,,,,,,
import androidx.annotation.UiThread;\n+,,,,,,,,,,
import butterknife.Unbinder;\n+,,,,,,,,,,
import butterknife.internal.Utils;\n+,,,,,,,,,,
import java.lang.IllegalStateException;\n+,,,,,,,,,,
import java.lang.Override;\n+,,,,,,,,,,
public class Test_ViewBinding implements Unbinder {\n+,,,,,,,,,,
  private Test target;\n+,,,,,,,,,,
  @UiThread\n+,,,,,,,,,,
"  public Test_ViewBinding(Test target, View source) {\n+",,,,,,,,,,
    this.target = target;\n+,,,,,,,,,,
"    target.view = Utils.findRequiredView(source, 1, \field \'view\'\"");\n""+",,,,,,,,,,
  }\n+,,,,,,,,,,
  @Override\n+,,,,,,,,,,
  @CallSuper\n+,,,,,,,,,,
  public void unbind() {\n+,,,,,,,,,,
    Test target = this.target;\n+,,,,,,,,,,
"    if (target == null) throw new IllegalStateException(\Bindings already cleared.\"");\n""+",,,,,,,,,,
    this.target = null;\n+,,,,,,,,,,
    target.view = null;\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: butterknife.BindViewTest.superclass(),butterknife.BindViewTest.superclass(),LOW,,,,,,,
80,8eb5280c4a7dce8f023d7a29585a2417b82a607e,STATEMENT_UPDATE,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject binding2Source = JavaFileObjects.forSourceString(test/TestOne_ViewBinding"""," StringLiteralConcatenation{""""+",,,,,,
package test;\n+,,,,,,,,,,
import android.view.View;\n+,,,,,,,,,,
import androidx.annotation.UiThread;\n+,,,,,,,,,,
import butterknife.internal.Utils;\n+,,,,,,,,,,
import java.lang.IllegalStateException;\n+,,,,,,,,,,
import java.lang.Override;\n+,,,,,,,,,,
public class TestOne_ViewBinding extends Test_ViewBinding {\n+,,,,,,,,,,
  private TestOne target;\n+,,,,,,,,,,
  @UiThread\n+,,,,,,,,,,
"  public TestOne_ViewBinding(TestOne target, View source) {\n+",,,,,,,,,,
"    super(target, source);\n+",,,,,,,,,,
    this.target = target;\n+,,,,,,,,,,
"    target.thing = Utils.findRequiredView(source, 1, \field \'thing\'\"");\n""+",,,,,,,,,,
  }\n+,,,,,,,,,,
  @Override\n+,,,,,,,,,,
  public void unbind() {\n+,,,,,,,,,,
    TestOne target = this.target;\n+,,,,,,,,,,
"    if (target == null) throw new IllegalStateException(\Bindings already cleared.\"");\n""+",,,,,,,,,,
    this.target = null;\n+,,,,,,,,,,
    target.thing = null;\n+,,,,,,,,,,
    super.unbind();\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: butterknife.BindViewTest.superclass(),butterknife.BindViewTest.superclass(),LOW,,,,,,,
80,8eb5280c4a7dce8f023d7a29585a2417b82a607e,STATEMENT_UPDATE,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject bindingSource = JavaFileObjects.forSourceString(test/Test_ViewBinding"""," StringLiteralConcatenation{""""+",,,,,,
package test;\n+,,,,,,,,,,
import android.view.View;\n+,,,,,,,,,,
import androidx.annotation.CallSuper;\n+,,,,,,,,,,
import androidx.annotation.UiThread;\n+,,,,,,,,,,
import butterknife.Unbinder;\n+,,,,,,,,,,
import butterknife.internal.Utils;\n+,,,,,,,,,,
import java.lang.IllegalStateException;\n+,,,,,,,,,,
import java.lang.Override;\n+,,,,,,,,,,
public class Test_ViewBinding implements Unbinder {\n+,,,,,,,,,,
  private Test target;\n+,,,,,,,,,,
  @UiThread\n+,,,,,,,,,,
"  public Test_ViewBinding(Test target, View source) {\n+",,,,,,,,,,
    this.target = target;\n+,,,,,,,,,,
"    target.thing = Utils.findRequiredViewAsType(source, 1, \field \'thing\'\"""," Test.TestInterface.class);\n""+",,,,,,,,,
  }\n+,,,,,,,,,,
  @Override\n+,,,,,,,,,,
  @CallSuper\n+,,,,,,,,,,
  public void unbind() {\n+,,,,,,,,,,
    Test target = this.target;\n+,,,,,,,,,,
"    if (target == null) throw new IllegalStateException(\Bindings already cleared.\"");\n""+",,,,,,,,,,
    this.target = null;\n+,,,,,,,,,,
    target.thing = null;\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: butterknife.BindViewTest.bindingInterface(),butterknife.BindViewTest.bindingInterface(),LOW,,,,,,,
80,8eb5280c4a7dce8f023d7a29585a2417b82a607e,STATEMENT_UPDATE,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject bindingSource = JavaFileObjects.forSourceString(test/Test_ViewBinding"""," StringLiteralConcatenation{""""+",,,,,,
package test;\n+,,,,,,,,,,
import android.view.View;\n+,,,,,,,,,,
import android.widget.TextView;\n+,,,,,,,,,,
import androidx.annotation.CallSuper;\n+,,,,,,,,,,
import androidx.annotation.UiThread;\n+,,,,,,,,,,
import butterknife.Unbinder;\n+,,,,,,,,,,
import java.lang.IllegalStateException;\n+,,,,,,,,,,
import java.lang.Override;\n+,,,,,,,,,,
public class Test_ViewBinding implements Unbinder {\n+,,,,,,,,,,
  private Test target;\n+,,,,,,,,,,
  @UiThread\n+,,,,,,,,,,
"  public Test_ViewBinding(Test target, View source) {\n+",,,,,,,,,,
    this.target = target;\n+,,,,,,,,,,
    target.thing = (TextView) source.findViewById(1);\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
  @Override\n+,,,,,,,,,,
  @CallSuper\n+,,,,,,,,,,
  public void unbind() {\n+,,,,,,,,,,
    Test target = this.target;\n+,,,,,,,,,,
"    if (target == null) throw new IllegalStateException(\Bindings already cleared.\"");\n""+",,,,,,,,,,
    this.target = null;\n+,,,,,,,,,,
    target.thing = null;\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: butterknife.BindViewTest.bindingViewSubclassNonDebuggable(),butterknife.BindViewTest.bindingViewSubclassNonDebuggable(),LOW,,,,,,,
80,8eb5280c4a7dce8f023d7a29585a2417b82a607e,STATEMENT_UPDATE,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject bindingSource = JavaFileObjects.forSourceString(test/Test_ViewBinding"""," StringLiteralConcatenation{""""+",,,,,,
package test;\n+,,,,,,,,,,
import android.view.View;\n+,,,,,,,,,,
import androidx.annotation.CallSuper;\n+,,,,,,,,,,
import androidx.annotation.UiThread;\n+,,,,,,,,,,
import butterknife.Unbinder;\n+,,,,,,,,,,
import butterknife.internal.Utils;\n+,,,,,,,,,,
import java.lang.IllegalStateException;\n+,,,,,,,,,,
import java.lang.Override;\n+,,,,,,,,,,
public class Test_ViewBinding implements Unbinder {\n+,,,,,,,,,,
  private Test target;\n+,,,,,,,,,,
  @UiThread\n+,,,,,,,,,,
"  public Test_ViewBinding(Test target, View source) {\n+",,,,,,,,,,
    this.target = target;\n+,,,,,,,,,,
"    target.thing = Utils.findRequiredView(source, 1, \field \'thing\'\"");\n""+",,,,,,,,,,
  }\n+,,,,,,,,,,
  @Override\n+,,,,,,,,,,
  @CallSuper\n+,,,,,,,,,,
  public void unbind() {\n+,,,,,,,,,,
    Test target = this.target;\n+,,,,,,,,,,
"    if (target == null) throw new IllegalStateException(\Bindings already cleared.\"");\n""+",,,,,,,,,,
    this.target = null;\n+,,,,,,,,,,
    target.thing = null;\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: butterknife.BindViewTest.bindingView(),butterknife.BindViewTest.bindingView(),LOW,,,,,,,
80,8eb5280c4a7dce8f023d7a29585a2417b82a607e,STATEMENT_UPDATE,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject binding1Source = JavaFileObjects.forSourceString(test/Test_ViewBinding"""," StringLiteralConcatenation{""""+",,,,,,
package test;\n+,,,,,,,,,,
import android.view.View;\n+,,,,,,,,,,
import androidx.annotation.CallSuper;\n+,,,,,,,,,,
import androidx.annotation.UiThread;\n+,,,,,,,,,,
import butterknife.Unbinder;\n+,,,,,,,,,,
import butterknife.internal.Utils;\n+,,,,,,,,,,
import java.lang.IllegalStateException;\n+,,,,,,,,,,
import java.lang.Override;\n+,,,,,,,,,,
public class Test_ViewBinding implements Unbinder {\n+,,,,,,,,,,
  private Test target;\n+,,,,,,,,,,
  @UiThread\n+,,,,,,,,,,
"  public Test_ViewBinding(Test target, View source) {\n+",,,,,,,,,,
    this.target = target;\n+,,,,,,,,,,
"    target.view = Utils.findRequiredView(source, 1, \field \'view\'\"");\n""+",,,,,,,,,,
  }\n+,,,,,,,,,,
  @Override\n+,,,,,,,,,,
  @CallSuper\n+,,,,,,,,,,
  public void unbind() {\n+,,,,,,,,,,
    Test target = this.target;\n+,,,,,,,,,,
"    if (target == null) throw new IllegalStateException(\Bindings already cleared.\"");\n""+",,,,,,,,,,
    this.target = null;\n+,,,,,,,,,,
    target.view = null;\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: butterknife.BindViewTest.genericSuperclass(),butterknife.BindViewTest.genericSuperclass(),LOW,,,,,,,
80,8eb5280c4a7dce8f023d7a29585a2417b82a607e,STATEMENT_UPDATE,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject binding2Source = JavaFileObjects.forSourceString(test/TestOne_ViewBinding"""," StringLiteralConcatenation{""""+",,,,,,
package test;\n+,,,,,,,,,,
import android.view.View;\n+,,,,,,,,,,
import androidx.annotation.UiThread;\n+,,,,,,,,,,
import butterknife.internal.Utils;\n+,,,,,,,,,,
import java.lang.IllegalStateException;\n+,,,,,,,,,,
import java.lang.Override;\n+,,,,,,,,,,
public class TestOne_ViewBinding extends Test_ViewBinding {\n+,,,,,,,,,,
  private TestOne target;\n+,,,,,,,,,,
  @UiThread\n+,,,,,,,,,,
"  public TestOne_ViewBinding(TestOne target, View source) {\n+",,,,,,,,,,
"    super(target, source);\n+",,,,,,,,,,
    this.target = target;\n+,,,,,,,,,,
"    target.thing = Utils.findRequiredView(source, 1, \field \'thing\'\"");\n""+",,,,,,,,,,
  }\n+,,,,,,,,,,
  @Override\n+,,,,,,,,,,
  public void unbind() {\n+,,,,,,,,,,
    TestOne target = this.target;\n+,,,,,,,,,,
"    if (target == null) throw new IllegalStateException(\Bindings already cleared.\"");\n""+",,,,,,,,,,
    this.target = null\n+,,,,,,,,,,
    target.thing = null;\n+,,,,,,,,,,
    super.unbind();\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: butterknife.BindViewTest.genericSuperclass(),butterknife.BindViewTest.genericSuperclass(),LOW,,,,,,,
80,8eb5280c4a7dce8f023d7a29585a2417b82a607e,STATEMENT_UPDATE,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject bindingSource = JavaFileObjects.forSourceString(test/Test_ViewBinding"""," StringLiteralConcatenation{""""+",,,,,,
package com.Example;\n+,,,,,,,,,,
import android.view.View;\n+,,,,,,,,,,
import androidx.annotation.CallSuper;\n+,,,,,,,,,,
import androidx.annotation.UiThread;\n+,,,,,,,,,,
import butterknife.Unbinder;\n+,,,,,,,,,,
import butterknife.internal.Utils;\n+,,,,,,,,,,
import java.lang.IllegalStateException;\n+,,,,,,,,,,
import java.lang.Override;\n+,,,,,,,,,,
public class Test_ViewBinding implements Unbinder {\n+,,,,,,,,,,
  private Test target;\n+,,,,,,,,,,
  @UiThread\n+,,,,,,,,,,
"  public Test_ViewBinding(Test target, View source) {\n+",,,,,,,,,,
    this.target = target;\n+,,,,,,,,,,
"    target.thing = Utils.findRequiredView(source, 1, \field \'thing\'\"");\n""+",,,,,,,,,,
  }\n+,,,,,,,,,,
  @Override\n+,,,,,,,,,,
  @CallSuper\n+,,,,,,,,,,
  public void unbind() {\n+,,,,,,,,,,
    Test target = this.target;\n+,,,,,,,,,,
"    if (target == null) throw new IllegalStateException(\Bindings already cleared.\"");\n""+",,,,,,,,,,
    this.target = null;\n+,,,,,,,,,,
    target.thing = null;\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: butterknife.BindViewTest.bindingViewUppercasePackageName(),butterknife.BindViewTest.bindingViewUppercasePackageName(),LOW,,,,,,,
80,8eb5280c4a7dce8f023d7a29585a2417b82a607e,STATEMENT_UPDATE,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject bindingSource = JavaFileObjects.forSourceString(test/Test_ViewBinding"""," StringLiteralConcatenation{""""+",,,,,,
package test;\n+,,,,,,,,,,
import android.view.View;\n+,,,,,,,,,,
import androidx.annotation.CallSuper;\n+,,,,,,,,,,
import androidx.annotation.UiThread;\n+,,,,,,,,,,
import butterknife.Unbinder;\n+,,,,,,,,,,
import butterknife.internal.DebouncingOnClickListener;\n+,,,,,,,,,,
import butterknife.internal.Utils;\n+,,,,,,,,,,
import java.lang.IllegalStateException;\n+,,,,,,,,,,
import java.lang.Override;\n+,,,,,,,,,,
public class Test_ViewBinding implements Unbinder {\n+,,,,,,,,,,
  private Test target;\n+,,,,,,,,,,
  private View view1;\n+,,,,,,,,,,
  @UiThread\n+,,,,,,,,,,
"  public Test_ViewBinding(final Test target, View source) {\n+",,,,,,,,,,
    this.target = target;\n+,,,,,,,,,,
    View view;\n+,,,,,,,,,,
"    view = Utils.findRequiredView(source, 1, \field \'thing1\' and method \'doStuff\'\"");\n""+",,,,,,,,,,
    target.thing1 = view;\n+,,,,,,,,,,
    view1 = view;\n+,,,,,,,,,,
    view.setOnClickListener(new DebouncingOnClickListener() {\n+,,,,,,,,,,
      @Override\n+,,,,,,,,,,
      public void doClick(View p0) {\n+,,,,,,,,,,
        target.doStuff();\n+,,,,,,,,,,
      }\n+,,,,,,,,,,
    });\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
  @Override\n+,,,,,,,,,,
  @CallSuper\n+,,,,,,,,,,
  public void unbind() {\n+,,,,,,,,,,
    Test target = this.target;\n+,,,,,,,,,,
"    if (target == null) throw new IllegalStateException(\Bindings already cleared.\"");\n""+",,,,,,,,,,
    this.target = null;\n+,,,,,,,,,,
    target.thing1 = null;\n+,,,,,,,,,,
    view1.setOnClickListener(null);\n+,,,,,,,,,,
    view1 = null;\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: butterknife.BindViewTest.oneFindPerId(),butterknife.BindViewTest.oneFindPerId(),LOW,,,,,,,
80,8eb5280c4a7dce8f023d7a29585a2417b82a607e,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.bindingViewAndroidX(),CLASS: butterknife.BindViewTest,butterknife.BindViewTest,LOW,,,,
80,8eb5280c4a7dce8f023d7a29585a2417b82a607e,STATEMENT_UPDATE,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject bindingSource = JavaFileObjects.forSourceString(test/Test_ViewBinding"""," StringLiteralConcatenation{""""+",,,,,,
package test;\n+,,,,,,,,,,
import android.view.View;\n+,,,,,,,,,,
import android.widget.AdapterView;\n+,,,,,,,,,,
import androidx.annotation.CallSuper;\n+,,,,,,,,,,
import androidx.annotation.UiThread;\n+,,,,,,,,,,
import butterknife.Unbinder;\n+,,,,,,,,,,
import butterknife.internal.Utils;\n+,,,,,,,,,,
import java.lang.IllegalStateException;\n+,,,,,,,,,,
import java.lang.Override;\n+,,,,,,,,,,
public class Test_ViewBinding implements Unbinder {\n+,,,,,,,,,,
  private Test target;\n+,,,,,,,,,,
  private View view1;\n+,,,,,,,,,,
  @UiThread\n+,,,,,,,,,,
"  public Test_ViewBinding(final Test target, View source) {\n+",,,,,,,,,,
    this.target = target;\n+,,,,,,,,,,
    View view;\n+,,,,,,,,,,
"    view = Utils.findRequiredView(source, 1, \method \'doStuff\'\"");\n""+",,,,,,,,,,
    view1 = view;\n+,,,,,,,,,,
    ((AdapterView<?>) view).setOnItemClickListener(new AdapterView.OnItemClickListener() {\n+,,,,,,,,,,
      @Override\n+,,,,,,,,,,
"      public void onItemClick(AdapterView<?> p0, View p1, int p2, long p3) {\n+",,,,,,,,,,
"        target.doStuff(p0, p1, p2, p3);\n+",,,,,,,,,,
      }\n+,,,,,,,,,,
    });\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
  @Override\n+,,,,,,,,,,
  @CallSuper\n+,,,,,,,,,,
  public void unbind() {\n+,,,,,,,,,,
"    if (target == null) throw new IllegalStateException(\Bindings already cleared.\"");\n""+",,,,,,,,,,
    target = null;\n+,,,,,,,,,,
    ((AdapterView<?>) view1).setOnItemClickListener(null);\n+,,,,,,,,,,
    view1 = null;\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: butterknife.OnItemClickTest.onItemClickBindingWithParameters(),butterknife.OnItemClickTest.onItemClickBindingWithParameters(),LOW,,,,,,,
80,8eb5280c4a7dce8f023d7a29585a2417b82a607e,STATEMENT_UPDATE,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject bindingSource = JavaFileObjects.forSourceString(test/Test_ViewBinding"""," StringLiteralConcatenation{""""+",,,,,,
package test;\n+,,,,,,,,,,
import android.view.View;\n+,,,,,,,,,,
import android.widget.AdapterView;\n+,,,,,,,,,,
import androidx.annotation.CallSuper;\n+,,,,,,,,,,
import androidx.annotation.UiThread;\n+,,,,,,,,,,
import butterknife.Unbinder;\n+,,,,,,,,,,
import butterknife.internal.Utils;\n+,,,,,,,,,,
import java.lang.IllegalStateException;\n+,,,,,,,,,,
import java.lang.Override;\n+,,,,,,,,,,
public class Test_ViewBinding implements Unbinder {\n+,,,,,,,,,,
  private Test target;\n+,,,,,,,,,,
  private View view1;\n+,,,,,,,,,,
  @UiThread\n+,,,,,,,,,,
"  public Test_ViewBinding(final Test target, View source) {\n+",,,,,,,,,,
    this.target = target;\n+,,,,,,,,,,
    View view;\n+,,,,,,,,,,
"    view = Utils.findRequiredView(source, 1, \method \'doStuff\'\"");\n""+",,,,,,,,,,
    view1 = view;\n+,,,,,,,,,,
    ((AdapterView<?>) view).setOnItemClickListener(new AdapterView.OnItemClickListener() {\n+,,,,,,,,,,
      @Override\n+,,,,,,,,,,
"      public void onItemClick(AdapterView<?> p0, View p1, int p2, long p3) {\n+",,,,,,,,,,
        target.doStuff();\n+,,,,,,,,,,
      }\n+,,,,,,,,,,
    });\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
  @Override\n+,,,,,,,,,,
  @CallSuper\n+,,,,,,,,,,
  public void unbind() {\n+,,,,,,,,,,
"    if (target == null) throw new IllegalStateException(\Bindings already cleared.\"");\n""+",,,,,,,,,,
    target = null;\n+,,,,,,,,,,
    ((AdapterView<?>) view1).setOnItemClickListener(null);\n+,,,,,,,,,,
    view1 = null;\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: butterknife.OnItemClickTest.onItemClickBinding(),butterknife.OnItemClickTest.onItemClickBinding(),LOW,,,,,,,
80,8eb5280c4a7dce8f023d7a29585a2417b82a607e,STATEMENT_UPDATE,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject bindingSource = JavaFileObjects.forSourceString(test/Test_ViewBinding"""," StringLiteralConcatenation{""""+",,,,,,
package test;\n+,,,,,,,,,,
import android.view.View;\n+,,,,,,,,,,
import android.widget.AdapterView;\n+,,,,,,,,,,
import android.widget.ListView;\n+,,,,,,,,,,
import androidx.annotation.CallSuper;\n+,,,,,,,,,,
import androidx.annotation.UiThread;\n+,,,,,,,,,,
import butterknife.Unbinder;\n+,,,,,,,,,,
import butterknife.internal.Utils;\n+,,,,,,,,,,
import java.lang.IllegalStateException;\n+,,,,,,,,,,
import java.lang.Override;\n+,,,,,,,,,,
public class Test_ViewBinding implements Unbinder {\n+,,,,,,,,,,
  private Test target;\n+,,,,,,,,,,
  private View view1;\n+,,,,,,,,,,
  @UiThread\n+,,,,,,,,,,
"  public Test_ViewBinding(final Test target, View source) {\n+",,,,,,,,,,
    this.target = target;\n+,,,,,,,,,,
    View view;\n+,,,,,,,,,,
"    view = Utils.findRequiredView(source, 1, \method \'doStuff\'\"");\n""+",,,,,,,,,,
    view1 = view;\n+,,,,,,,,,,
    ((AdapterView<?>) view).setOnItemClickListener(new AdapterView.OnItemClickListener() {\n+,,,,,,,,,,
      @Override\n+,,,,,,,,,,
"      public void onItemClick(AdapterView<?> p0, View p1, int p2, long p3) {\n+",,,,,,,,,,
